City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
278,savanna-la-mar,18.219,-78.1332,31.63,74,7,0.34,JM,1724279556
279,polyarnyy,69.1989,33.4478,12.97,74,100,5.9,RU,1724279557
280,brooks,50.5834,-111.8851,25.99,27,16,4.63,CA,1724279069
281,imbituba,-28.24,-48.6703,17.41,95,39,7.22,BR,1724279560
282,taltal,-25.4,-70.4833,14.28,66,7,1.62,CL,1724279561
283,holualoa,19.6228,-155.9522,26.91,85,75,5.66,US,1724279562
284,tosontsengel,48.7567,98.2839,12.38,82,64,0.97,MN,1724279564
285,kuruman,-27.4524,23.4325,12.42,14,0,5.52,ZA,1724279565
286,las heras,-46.5419,-68.9359,3.44,66,98,2.15,AR,1724279566
287,tanout,14.9709,8.8879,30.01,50,6,3.31,NE,1724279567
288,gunjur,13.2019,-16.7339,26.04,89,75,2.57,GM,1724279568
289,goondiwindi,-28.55,150.3167,19.26,64,78,4.72,AU,1724279569
290,ulsteinvik,62.3432,5.8487,15.5,61,88,4.47,NO,1724279571
291,mathba,22.2855,89.9629,26.95,87,100,3.5,BD,1724279572
292,christchurch,-43.5333,172.6333,9.62,77,6,2.06,NZ,1724279155
293,fortuna,40.5982,-124.1573,22.51,68,75,6.69,US,1724279574
294,mirny,62.5353,113.9611,14.72,79,100,1.6,RU,1724279402
295,tremonton,41.7119,-112.1655,32.81,13,0,5.66,US,1724279578
296,shimoda,34.6667,138.95,27.27,84,100,2.0,JP,1724279579
297,tahoua,14.8888,5.2692,29.23,60,71,4.76,NE,1724279581
298,alagapuram,11.8871,78.9176,24.63,78,88,2.3,IN,1724279583
299,syktyvkar,61.6764,50.8099,10.85,93,0,3.0,RU,1724279584
300,vilyuysk,63.7553,121.6247,14.96,88,100,2.18,RU,1724279585
301,xacmaz,41.4635,48.806,23.48,43,0,1.24,AZ,1724279586
302,lae,-6.7221,146.9847,24.24,73,96,2.8,PG,1724279587
303,diapaga,12.0708,1.7889,24.13,85,87,1.34,BF,1724279589
304,lago da pedra,-4.3333,-45.1667,29.63,35,0,2.27,BR,1724279591
305,boyolangu,-8.1181,111.8935,21.09,97,100,1.29,ID,1724279592
306,vorkuta,67.5,64.0,7.39,95,100,3.36,RU,1724279593
307,champerico,14.3,-91.9167,30.0,71,7,3.4,GT,1724279595
308,constantia,44.1833,28.65,22.61,73,34,3.69,RO,1724279567
309,puerto aysen,-45.4,-72.7,4.63,99,100,0.71,CL,1724279525
310,keflavik,64.0049,-22.5624,8.24,76,0,8.75,IS,1724279598
311,itapuranga,-15.5622,-49.9486,25.73,19,0,1.15,BR,1724279600
312,kavaratti,10.5669,72.642,26.41,86,100,10.03,IN,1724279601
313,masvingo,-20.0637,30.8277,13.27,48,0,1.54,ZW,1724279602
314,bacchus marsh,-37.6727,144.4383,12.53,73,80,2.9,AU,1724279603
315,pacific grove,36.6177,-121.9166,21.88,83,0,5.14,US,1724279604
316,north bend,43.4065,-124.2243,24.58,68,40,5.14,US,1724279606
317,ancud,-41.8697,-73.8203,5.7,79,86,1.06,CL,1724279608
318,coari,-4.085,-63.1414,29.63,33,24,0.9,BR,1724279609
319,dzhambeyty,50.2536,52.595,18.35,47,4,3.11,KZ,1724279610
320,tucuma,-0.1833,-50.05,27.01,80,0,4.76,BR,1724279612
321,port lincoln,-34.7333,135.8667,12.58,83,25,2.97,AU,1724279613
322,jacmel,18.2342,-72.5347,28.3,77,24,1.77,HT,1724279614
323,timbuktu,16.7735,-3.0074,34.0,41,100,4.45,ML,1724279615
324,piton saint-leu,-21.2196,55.3151,19.06,60,0,10.8,RE,1724279616
325,ulladulla,-35.35,150.4667,17.03,49,100,3.52,AU,1724279618
326,cedeira,43.6797,-8.0209,17.76,100,21,5.51,ES,1724279619
327,klyuchi,52.2667,79.1667,18.2,57,100,1.35,RU,1724279620
328,naberera,-4.2,36.9333,14.73,88,65,3.86,TZ,1724279621
329,nassjo,57.6531,14.6968,8.51,98,8,2.32,SE,1724279623
330,hirara,24.8,125.2833,28.15,94,20,4.12,JP,1724279624
331,yanbu,24.0891,38.0637,33.02,75,0,3.09,SA,1724279625
332,vanino,49.0869,140.2543,17.9,73,100,0.94,RU,1724279626
333,hithadhoo,-0.6,73.0833,28.33,76,100,4.16,MV,1724279628
334,fort st. john,56.2499,-120.8529,12.94,67,100,5.14,CA,1724279404
335,hankasalmi,62.3833,26.4333,14.95,75,10,3.56,FI,1724279630
336,lazaro cardenas,17.9583,-102.2,30.61,66,9,5.21,MX,1724279631
337,vuktyl,63.8567,57.3094,9.95,94,35,2.92,RU,1724279635
338,sao tome,0.3365,6.7273,24.4,85,68,2.79,ST,1724279636
339,kroya,-7.6331,109.2461,21.7,92,100,1.27,ID,1724279637
340,tsiombe,-25.3,45.4833,18.91,54,0,4.65,MG,1724279639
341,svencioneliai,55.1667,26.0,17.12,99,82,3.24,LT,1724279640
342,machali,-34.1833,-70.6667,8.6,61,75,0.51,CL,1724279527
343,dolores,-36.3132,-57.6792,10.21,99,100,2.42,AR,1724279642
344,puerto ayacucho,5.6639,-67.6236,27.53,75,6,1.98,VE,1724279644
345,skikda,36.8762,6.9092,23.64,74,99,2.19,DZ,1724279645
346,talnakh,69.4865,88.3972,13.11,75,99,2.54,RU,1724279646
347,lautoka,-17.6167,177.4667,27.92,54,20,1.54,FJ,1724279647
348,jumla,29.2747,82.1838,14.75,97,100,0.37,NP,1724279648
349,nyandoma,61.669,40.1991,10.09,83,6,1.7,RU,1724279650
350,usogorsk,63.4106,48.6872,10.67,88,58,1.01,RU,1724279651
351,remire-montjoly,4.9167,-52.2667,28.02,83,20,3.6,GF,1724279652
352,ponte nova,-20.4164,-42.9086,21.3,41,0,1.33,BR,1724279653
353,arauquita,7.0292,-71.4281,26.65,78,100,0.86,CO,1724279655
354,pulaski,34.7668,-92.3001,30.11,44,0,5.36,US,1724279656
355,ancient oaks,40.5473,-75.5893,19.98,69,75,4.12,US,1724279657
356,cherdakly,54.3594,48.845,12.97,88,0,2.0,RU,1724279658
357,muisne,0.6,-80.0333,23.9,81,72,4.41,EC,1724279660
358,formosa do rio preto,-11.0483,-45.1931,26.12,29,2,1.79,BR,1724279661
359,grand falls-windsor,48.9332,-55.6649,13.61,92,100,0.89,CA,1724279662
360,port alfred,-33.5906,26.891,13.43,64,48,4.47,ZA,1724279663
361,yuzhno-kurilsk,44.0306,145.8556,18.83,84,100,5.57,RU,1724279664
362,bandundu,-3.3167,17.3667,29.29,48,93,2.28,CD,1724279666
363,nova sintra,14.8667,-24.7167,26.21,69,78,2.66,CV,1724279667
364,sur,22.5667,59.5289,28.42,73,0,4.35,OM,1724279668
365,tocopilla,-22.092,-70.1979,16.32,76,32,6.37,CL,1724279669
366,susuman,62.7833,148.1667,9.95,61,27,1.03,RU,1724279670
367,dryden,49.7833,-92.7503,25.16,53,20,4.63,CA,1724279672
368,dickinson,29.4608,-95.0513,35.59,70,20,6.17,US,1724279521
369,cristalina,-16.7686,-47.6136,21.43,26,2,2.02,BR,1724279400
370,selkirk,50.1436,-96.8845,25.66,68,40,2.68,CA,1724279675
371,crane,31.3974,-102.3501,39.85,12,8,7.29,US,1724279677
372,margate,51.3813,1.3862,16.5,73,84,0.45,GB,1724279603
373,muroran,42.3172,140.9881,22.73,88,98,6.43,JP,1724279436
374,nagqu,31.5,92.0,1.97,88,24,1.78,CN,1724279680
375,fiambala,-27.6871,-67.6149,11.5,5,15,3.13,AR,1724279681
376,chonchi,-42.6128,-73.8092,5.62,97,80,1.29,CL,1724279683
377,sao lourenco do sul,-31.3653,-51.9783,16.85,94,100,4.94,BR,1724279684
378,pacasmayo,-7.4006,-79.5714,17.63,80,28,7.94,PE,1724279685
379,senanga,-16.1167,23.2667,15.24,26,3,2.55,ZM,1724279687
380,guerrero negro,27.9769,-114.0611,27.54,50,21,7.05,MX,1724279689
381,xinyang,32.1228,114.0656,26.53,78,0,2.07,CN,1724279690
382,sentjur,46.2172,15.3975,18.84,92,91,0.89,SI,1724279691
383,isangel,-19.55,169.2667,24.06,78,40,1.03,VU,1724279692
384,sao jose da coroa grande,-8.8978,-35.1478,24.11,88,11,4.99,BR,1724279693
385,happy valley-goose bay,53.3168,-60.3315,17.17,51,20,4.12,CA,1724279695
386,kwekwe,-18.9281,29.8149,11.85,34,0,2.46,ZW,1724279696
387,mahibadhoo,3.7833,72.9667,27.47,78,100,3.38,MV,1724279697
388,portland,45.5234,-122.6762,24.64,57,75,4.12,US,1724279670
389,dudhi,24.2167,83.25,25.11,93,92,2.13,IN,1724279700
390,prince albert,53.2001,-105.7677,28.97,39,20,3.09,CA,1724279506
391,namibe,-15.1961,12.1522,17.51,89,29,2.34,AO,1724279702
392,namtsy,62.7161,129.6658,17.84,69,32,1.41,RU,1724279703
393,ta`u,-14.2336,-169.5144,26.05,77,91,10.54,AS,1724279705
394,hammond,41.5834,-87.5,22.97,47,0,3.09,US,1724279706
395,kukmor,56.1855,50.8944,11.72,93,0,4.23,RU,1724279707
396,staraya russa,57.9944,31.3608,15.73,93,99,4.24,RU,1724279708
397,igarka,67.4667,86.5833,10.18,81,33,3.58,RU,1724279709
398,acapulco de juarez,16.8634,-99.8901,30.9,74,40,5.66,MX,1724279582
399,laminusa,5.5549,120.9136,27.77,78,71,1.25,PH,1724279712
400,island harbour,50.724,-1.2758,16.66,77,63,3.58,GB,1724279713
401,deqen,29.9618,90.7188,7.44,86,59,1.66,CN,1724279714
402,sao joaquim,-28.2939,-49.9317,12.88,81,64,1.89,BR,1724279621
403,luau,-10.7073,22.2247,18.54,27,46,1.94,AO,1724279717
404,buta,2.7858,24.73,19.96,99,100,0.95,CD,1724279718
405,new plymouth,-39.0667,174.0833,13.23,100,51,4.39,NZ,1724279719
406,alofi,-19.0595,-169.9187,24.94,78,75,7.2,NU,1724279720
407,urucara,-2.5364,-57.76,29.75,33,54,1.12,BR,1724279721
408,hobyo,5.3505,48.5268,24.85,78,55,9.68,SO,1724279723
409,nouadhibou,20.931,-17.0347,24.99,78,46,5.66,MR,1724279724
410,istgah-e rah ahan-e garmsar,35.2346,52.3094,29.6,17,0,3.77,IR,1724279725
411,magadan,59.5667,150.8,14.48,56,22,5.09,RU,1724279726
412,salamanca,40.8333,-6.0,22.31,31,16,1.22,ES,1724279727
413,kuantan,3.8077,103.326,25.06,94,20,0.0,MY,1724279729
414,kanggye,40.9695,126.5852,23.66,99,100,0.93,KP,1724279730
415,markaz-e hukumat-e darweshan,31.1323,64.1934,24.36,14,0,3.76,AF,1724279731
416,vilhena,-12.7406,-60.1458,31.12,29,3,3.6,BR,1724279732
417,strezhevoy,60.7333,77.5889,11.11,94,49,2.54,RU,1724279733
418,melong,5.1218,9.9614,19.49,98,94,1.1,CM,1724279735
419,curvelo,-18.7564,-44.4308,24.87,28,0,4.16,BR,1724279718
420,la souterraine,46.2371,1.487,11.43,66,25,1.99,FR,1724279737
421,sisimiut,66.9395,-53.6735,5.47,79,63,3.98,GL,1724279739
422,touros,-5.1989,-35.4608,24.53,85,3,6.98,BR,1724279443
423,chibougamau,49.9168,-74.3659,18.79,48,75,3.09,CA,1724279741
424,greenville,35.6127,-77.3663,23.41,49,0,3.09,US,1724279638
425,tivat,42.4364,18.6961,21.95,94,0,0.51,ME,1724279743
426,udangudi,8.4333,78.0167,26.29,76,100,7.9,IN,1724279745
427,forssa,60.8146,23.6215,16.1,75,88,4.21,FI,1724279746
428,natal,-5.795,-35.2094,25.36,78,75,6.17,BR,1724279289
429,lagoa formosa,-18.7786,-46.4075,21.68,25,0,1.79,BR,1724279748
430,zhangjiakou,40.81,114.8794,20.58,78,0,1.65,CN,1724279750
431,klaksvik,62.2266,-6.589,11.21,89,91,8.11,FO,1724279751
432,clearwater,27.9659,-82.8001,32.81,62,40,2.06,US,1724279752
433,bo phloi,14.3236,99.5161,24.82,85,100,1.19,TH,1724279753
434,walvis bay,-22.9575,14.5053,14.13,71,14,2.64,NA,1724279754
435,virginia beach,36.8529,-75.978,23.34,55,40,3.09,US,1724279558
436,n'zeto,-7.2312,12.8666,21.02,89,43,1.27,AO,1724279757
437,newman,37.3138,-121.0208,34.47,14,0,3.45,US,1724279758
438,suarez,2.954,-76.6964,21.96,82,40,2.86,CO,1724279759
439,marolambo,-20.05,48.1167,14.64,91,92,1.02,MG,1724279761
440,itamaraca,-7.7478,-34.8256,24.06,89,16,4.97,BR,1724279762
441,mlimba,-8.8,35.8167,22.03,50,62,1.45,TZ,1724279763
442,kaniv,49.7518,31.46,24.16,31,98,1.71,UA,1724279764
443,nha trang,12.25,109.1833,27.0,89,80,1.98,VN,1724279768
444,gukovo,48.0531,39.9311,23.93,28,100,2.92,RU,1724279769
445,klaipeda,55.7172,21.1175,18.03,72,82,10.12,LT,1724279771
446,balaklava,44.5,33.6,22.99,62,49,2.19,UA,1724279772
447,porto novo,6.4965,2.6036,24.9,91,57,2.46,BJ,1724279773
448,joshimath,30.5667,79.5667,16.83,96,100,0.62,IN,1724279774
449,chokwe,-24.5333,32.9833,19.83,43,0,2.73,MZ,1724279776
450,nao me toque,-28.4592,-52.8208,19.88,67,20,4.2,BR,1724279777
451,tabalosos,-6.35,-76.6833,21.98,66,53,0.75,PE,1724279781
452,quellon,-43.1167,-73.6167,5.96,87,81,1.43,CL,1724279782
453,papao,-17.75,-149.55,28.82,64,17,11.53,PF,1724279784
454,neuenkirchen,52.2447,7.3718,12.61,72,100,3.47,DE,1724279785
455,nieuw amsterdam,5.8833,-55.0833,30.01,70,20,4.12,SR,1724279787
456,kulhudhuffushi,6.6221,73.07,27.67,78,97,6.23,MV,1724279788
457,pikeville,37.4793,-82.5188,23.45,60,0,2.06,US,1724279789
458,bam,29.106,58.357,30.2,15,86,4.76,IR,1724279790
459,matay,28.419,30.7792,30.56,39,0,7.37,EG,1724279792
460,greymouth,-42.4667,171.2,6.14,94,100,2.63,NZ,1724279793
461,bijar,35.8668,47.6051,19.23,35,9,2.12,IR,1724279794
462,queenstown,-31.8976,26.8753,5.11,87,32,1.54,ZA,1724279795
463,kapa'a,22.0752,-159.319,29.18,68,20,6.69,US,1724279796
464,hingoli,19.7167,77.15,24.67,88,100,1.96,IN,1724279798
465,ghadamis,30.1337,9.5007,28.3,46,0,8.3,LY,1724279799
466,durant,33.994,-96.3708,35.09,26,0,4.12,US,1724279800
467,al jawf,29.5,38.75,29.33,18,0,3.12,SA,1724279801
468,fisterra,42.9049,-9.2629,18.88,86,0,8.37,ES,1724279802
469,yaren,-0.5472,166.916,28.64,72,92,7.95,NR,1724279804
470,cadale,2.7603,46.3222,24.61,82,52,8.15,SO,1724279805
471,huadian,42.9633,126.7478,22.74,99,100,1.07,CN,1724279806
472,bonthe,7.5264,-12.505,24.96,88,99,4.43,SL,1724279809
473,awjilah,29.1081,21.2869,31.11,34,0,4.72,LY,1724279810
474,salalah,17.0151,54.0924,24.05,94,100,3.09,OM,1724279811
475,amga,60.8953,131.9608,15.67,81,4,1.05,RU,1724279812
476,tura,25.5198,90.2201,23.77,99,100,1.6,IN,1724279813
477,acarau,-2.8856,-40.12,25.47,82,4,7.66,BR,1724279815
478,bandon,51.7469,-8.7425,15.77,94,100,12.68,IE,1724279816
479,aitape,-3.1374,142.3475,27.57,81,57,2.51,PG,1724279817
480,ceeldheer,3.8488,47.1806,24.35,82,50,7.14,SO,1724279818
481,ishim,56.1128,69.4902,13.07,89,100,2.73,RU,1724279821
482,laguna,38.421,-121.4238,33.3,29,0,4.12,US,1724279822
483,mokhsogollokh,61.4681,128.9203,15.19,86,80,2.52,RU,1724279823
484,carbonear,47.7332,-53.2148,15.64,96,100,5.01,CA,1724279824
485,kalach,50.4258,41.0261,23.05,60,96,4.18,RU,1724279826
486,haiku-pauwela,20.9219,-156.3051,30.65,65,20,9.26,US,1724279827
487,smara,26.7384,-11.6719,32.34,35,100,6.88,EH,1724279828
488,niafunke,15.9322,-3.9906,30.56,56,96,5.49,ML,1724279829
489,puerto el triunfo,13.2833,-88.55,29.44,72,26,2.65,SV,1724279830
490,labuan,5.2767,115.2417,25.2,94,20,0.0,MY,1724279832
491,quepos,9.4236,-84.1652,25.03,93,100,0.49,CR,1724279833
492,fort bragg,35.139,-79.006,25.91,47,0,3.09,US,1724279834
493,portage la prairie,49.9728,-98.2926,27.16,69,75,5.14,CA,1724279704
494,san mariano,7.5,126.0,24.71,86,100,0.74,PH,1724279836
495,kikwit,-5.041,18.8162,26.23,35,80,0.48,CD,1724279838
496,garoowe,8.4054,48.4845,26.06,56,100,9.21,SO,1724279839
497,sinop,41.7711,34.8709,20.24,56,65,1.87,TR,1724279840
498,waat,51.1454,6.4958,15.5,79,99,3.31,DE,1724279842
499,segorbe,39.8138,-0.4521,24.85,77,97,1.53,ES,1724279844
500,la ferte-mace,48.59,-0.358,11.71,72,59,1.89,FR,1724279845
501,zheshart,62.0731,49.5733,13.04,73,95,1.68,RU,1724279846
502,moyale,3.5167,39.0584,20.69,56,100,6.52,KE,1724279847
503,alotau,-10.3069,150.4462,26.46,86,66,2.47,PG,1724279848
504,morehead city,34.7229,-76.726,25.59,56,5,3.58,US,1724279772
505,mount isa,-20.7333,139.5,16.87,45,0,0.0,AU,1724279852
506,turkmenbasy,40.0222,52.9552,23.43,56,0,0.0,TM,1724279853
507,raduzhny,62.0961,77.475,11.32,90,39,2.98,RU,1724279855
508,corner brook,48.9667,-57.9484,12.94,98,100,2.07,CA,1724279827
509,pangody,65.85,74.4859,9.85,82,46,3.74,RU,1724279857
510,arumbavur,11.3833,78.7333,24.9,77,95,3.19,IN,1724279858
511,rahimatpur,17.6,74.2,23.16,92,100,1.32,IN,1724279859
512,massaguet,12.4755,15.4365,25.93,72,68,2.6,TD,1724279861
513,airway heights,47.6446,-117.5933,24.51,33,75,5.14,US,1724279714
514,leh,34.1667,77.5833,11.4,64,8,2.51,IN,1724279863
515,tazacorte,28.629,-17.9293,23.54,78,0,6.17,ES,1724279864
516,conde,-7.2597,-34.9075,24.7,88,0,4.12,BR,1724279865
517,orel,52.9658,36.0803,19.94,70,19,4.21,RU,1724279867
518,dubovka,49.0583,44.829,22.54,62,93,4.64,RU,1724279868
519,wangjing,24.6,94.0333,21.28,97,99,0.35,IN,1724279869
520,villa la angostura,-40.7617,-71.6463,-0.33,94,98,1.47,AR,1724279870
521,qulsary,46.9531,54.0198,25.49,35,32,3.44,KZ,1724279871
522,cockburn town,21.4612,-71.1419,30.98,74,40,7.2,TC,1724279618
523,sayat,38.7839,63.8803,24.64,26,0,5.32,TM,1724279874
524,abu al matamir,30.9102,30.1744,25.09,77,0,2.19,EG,1724279875
525,freetown,8.484,-13.2299,25.84,89,75,4.12,SL,1724279876
526,madang,-5.2246,145.7966,28.26,68,33,1.96,PG,1724279877
527,watsa,3.0372,29.5355,17.54,99,100,1.5,CD,1724279878
528,neuquen,-38.9516,-68.0591,4.94,70,75,2.06,AR,1724279880
529,jianjiang,26.5497,119.755,26.01,87,100,1.46,CN,1724279881
530,eenhana,-17.4667,16.3333,15.9,15,0,2.78,NA,1724279882
531,kuta,-8.7233,115.1723,24.97,94,20,2.57,ID,1724279883
532,villamontes,-21.25,-63.5,22.63,45,74,3.95,BO,1724279884
533,kununurra,-15.7667,128.7333,17.99,94,1,0.0,AU,1724279886
534,vicosa do ceara,-3.5622,-41.0922,20.81,60,3,1.1,BR,1724279887
535,glen innes,-29.7333,151.7333,13.92,77,100,4.29,AU,1724279889
536,afonso claudio,-20.0742,-41.1239,19.18,84,0,2.07,BR,1724279879
537,yambio,4.5721,28.3955,18.97,99,100,1.81,SS,1724279891
538,benjamin constant,-4.3831,-70.0311,33.03,55,0,1.54,BR,1724279893
539,verkhnevilyuysk,63.4453,120.3167,14.99,86,100,1.45,RU,1724279894
540,la'ie,21.6477,-157.9253,29.66,70,0,4.92,US,1724279896
541,waddan,29.1614,16.139,27.87,62,0,5.81,LY,1724279897
542,puerto colombia,10.9878,-74.9547,30.05,80,92,6.68,CO,1724279899
543,massawa,15.6097,39.45,33.63,51,100,1.41,ER,1724279900
544,nogliki,51.8333,143.1667,19.5,72,100,5.7,RU,1724279902
545,geneina,13.45,22.45,23.22,86,100,5.01,SD,1724279903
546,chimbarongo,-34.7,-71.05,5.73,95,100,1.64,CL,1724279904
547,gutao,37.2025,112.1781,22.41,66,0,0.92,CN,1724279905
548,betare oya,5.6,14.0833,20.02,98,100,1.04,CM,1724279907
549,fenoarivo be,-18.4333,46.5667,13.42,73,2,5.5,MG,1724279908
550,aksu,41.1231,80.2644,25.29,33,100,1.91,CN,1724279909
551,minas de marcona,-15.2119,-75.1103,10.35,89,96,9.35,PE,1724279910
552,meadow lake,34.8014,-106.5436,37.1,16,6,6.81,US,1724279911
553,flying fish cove,-10.4217,105.6791,24.82,83,100,4.12,CX,1724279913
554,arkalyk,50.2486,66.9114,19.72,49,92,6.89,KZ,1724279914
555,kurumkan,54.3,110.3,15.67,68,26,0.55,RU,1724279915
556,necochea,-38.5473,-58.7368,7.63,96,100,8.11,AR,1724279916
557,al mindak,20.1588,41.2834,20.08,77,100,0.71,SA,1724279917
558,jiagedaqi,50.4167,124.1167,17.0,61,100,0.84,CN,1724279919
